GenBank	RefSeq	UCSC	Ensembl	Gencode
AAEX03025696.1	NW_003728980.1	chrUn_AAEX03025696	AAEX03025696.1	AAEX03025696.1
AAEX03025697.1	NW_003728981.1	chrUn_AAEX03025697	AAEX03025697.1	AAEX03025697.1
AAEX03025698.1	NW_003728982.1	chrUn_AAEX03025698	AAEX03025698.1	AAEX03025698.1
AAEX03025699.1	NW_003728983.1	chrUn_AAEX03025699	AAEX03025699.1	AAEX03025699.1
AAEX03025700.1	NW_003728984.1	chrUn_AAEX03025700	AAEX03025700.1	AAEX03025700.1
AAEX03025701.1	NW_003728985.1	chrUn_AAEX03025701	AAEX03025701.1	AAEX03025701.1
AAEX03025702.1	NW_003728986.1	chrUn_AAEX03025702	AAEX03025702.1	AAEX03025702.1
AAEX03025703.1	NW_003728987.1	chrUn_AAEX03025703	AAEX03025703.1	AAEX03025703.1
AAEX03025704.1	NW_003728988.1	chrUn_AAEX03025704	AAEX03025704.1	AAEX03025704.1
AAEX03025705.1	NW_003728989.1	chrUn_AAEX03025705	AAEX03025705.1	AAEX03025705.1
AAEX03025706.1	NW_003728990.1	chrUn_AAEX03025706	AAEX03025706.1	AAEX03025706.1
AAEX03025707.1	NW_003728991.1	chrUn_AAEX03025707	AAEX03025707.1	AAEX03025707.1
AAEX03025708.1	NW_003728992.1	chrUn_AAEX03025708	AAEX03025708.1	AAEX03025708.1
AAEX03025709.1	NW_003728993.1	chrUn_AAEX03025709	AAEX03025709.1	AAEX03025709.1
AAEX03025712.1	NW_003728995.1	chrUn_AAEX03025712	AAEX03025712.1	AAEX03025712.1
AAEX03025713.1	NW_003728996.1	chrUn_AAEX03025713	AAEX03025713.1	AAEX03025713.1
AAEX03025714.1	NW_003728997.1	chrUn_AAEX03025714	AAEX03025714.1	AAEX03025714.1
AAEX03025715.1	NW_003728998.1	chrUn_AAEX03025715	AAEX03025715.1	AAEX03025715.1
AAEX03025716.1	NW_003728999.1	chrUn_AAEX03025716	AAEX03025716.1	AAEX03025716.1
AAEX03025717.1	NW_003729000.1	chrUn_AAEX03025717	AAEX03025717.1	AAEX03025717.1
AAEX03025718.1	NW_003729001.1	chrUn_AAEX03025718	AAEX03025718.1	AAEX03025718.1
AAEX03025719.1	NW_003729002.1	chrUn_AAEX03025719	AAEX03025719.1	AAEX03025719.1
AAEX03025720.1	NW_003729003.1	chrUn_AAEX03025720	AAEX03025720.1	AAEX03025720.1
AAEX03025721.1	NW_003729004.1	chrUn_AAEX03025721	AAEX03025721.1	AAEX03025721.1
AAEX03025722.1	NW_003729005.1	chrUn_AAEX03025722	AAEX03025722.1	AAEX03025722.1
AAEX03025723.1	NW_003729006.1	chrUn_AAEX03025723	AAEX03025723.1	AAEX03025723.1
AAEX03025724.1	NW_003729007.1	chrUn_AAEX03025724	AAEX03025724.1	AAEX03025724.1
AAEX03025725.1	NW_003729008.1	chrUn_AAEX03025725	AAEX03025725.1	AAEX03025725.1
AAEX03025726.1	NW_003729009.1	chrUn_AAEX03025726	AAEX03025726.1	AAEX03025726.1
AAEX03025727.1	NW_003729010.1	chrUn_AAEX03025727	AAEX03025727.1	AAEX03025727.1
AAEX03025728.1	NW_003729011.1	chrUn_AAEX03025728	AAEX03025728.1	AAEX03025728.1
AAEX03025729.1	NW_003729012.1	chrUn_AAEX03025729	AAEX03025729.1	AAEX03025729.1
AAEX03025730.1	NW_003729013.1	chrUn_AAEX03025730	AAEX03025730.1	AAEX03025730.1
AAEX03025731.1	NW_003729014.1	chrUn_AAEX03025731	AAEX03025731.1	AAEX03025731.1
AAEX03025732.1	NW_003729015.1	chrUn_AAEX03025732	AAEX03025732.1	AAEX03025732.1
AAEX03025733.1	NW_003729016.1	chrUn_AAEX03025733	AAEX03025733.1	AAEX03025733.1
AAEX03025734.1	NW_003729017.1	chrUn_AAEX03025734	AAEX03025734.1	AAEX03025734.1
AAEX03025735.1	NW_003729018.1	chrUn_AAEX03025735	AAEX03025735.1	AAEX03025735.1
AAEX03025736.1	NW_003729019.1	chrUn_AAEX03025736	AAEX03025736.1	AAEX03025736.1
AAEX03025737.1	NW_003729020.1	chrUn_AAEX03025737	AAEX03025737.1	AAEX03025737.1
AAEX03025738.1	NW_003729021.1	chrUn_AAEX03025738	AAEX03025738.1	AAEX03025738.1
AAEX03025739.1	NW_003729022.1	chrUn_AAEX03025739	AAEX03025739.1	AAEX03025739.1
AAEX03025740.1	NW_003729023.1	chrUn_AAEX03025740	AAEX03025740.1	AAEX03025740.1
AAEX03025741.1	NW_003729024.1	chrUn_AAEX03025741	AAEX03025741.1	AAEX03025741.1
AAEX03025742.1	NW_003729025.1	chrUn_AAEX03025742	AAEX03025742.1	AAEX03025742.1
AAEX03025743.1	NW_003729026.1	chrUn_AAEX03025743	AAEX03025743.1	AAEX03025743.1
AAEX03025744.1	NW_003729027.1	chrUn_AAEX03025744	AAEX03025744.1	AAEX03025744.1
AAEX03025745.1	NW_003729028.1	chrUn_AAEX03025745	AAEX03025745.1	AAEX03025745.1
AAEX03025746.1	NW_003729029.1	chrUn_AAEX03025746	AAEX03025746.1	AAEX03025746.1
AAEX03025747.1	NW_003729030.1	chrUn_AAEX03025747	AAEX03025747.1	AAEX03025747.1
AAEX03025748.1	NW_003729031.1	chrUn_AAEX03025748	AAEX03025748.1	AAEX03025748.1
AAEX03025749.1	NW_003729032.1	chrUn_AAEX03025749	AAEX03025749.1	AAEX03025749.1
AAEX03025750.1	NW_003729033.1	chrUn_AAEX03025750	AAEX03025750.1	AAEX03025750.1
AAEX03025751.1	NW_003729034.1	chrUn_AAEX03025751	AAEX03025751.1	AAEX03025751.1
AAEX03025752.1	NW_003729035.1	chrUn_AAEX03025752	AAEX03025752.1	AAEX03025752.1
AAEX03025753.1	NW_003729036.1	chrUn_AAEX03025753	AAEX03025753.1	AAEX03025753.1
AAEX03025754.1	NW_003729037.1	chrUn_AAEX03025754	AAEX03025754.1	AAEX03025754.1
AAEX03025755.1	NW_003729038.1	chrUn_AAEX03025755	AAEX03025755.1	AAEX03025755.1
AAEX03025756.1	NW_003729039.1	chrUn_AAEX03025756	AAEX03025756.1	AAEX03025756.1
AAEX03025757.1	NW_003729040.1	chrUn_AAEX03025757	AAEX03025757.1	AAEX03025757.1
AAEX03025758.1	NW_003729041.1	chrUn_AAEX03025758	AAEX03025758.1	AAEX03025758.1
AAEX03025759.1	NW_003729042.1	chrUn_AAEX03025759	AAEX03025759.1	AAEX03025759.1
AAEX03025760.1	NW_003729043.1	chrUn_AAEX03025760	AAEX03025760.1	AAEX03025760.1
AAEX03025761.1	NW_003729044.1	chrUn_AAEX03025761	AAEX03025761.1	AAEX03025761.1
AAEX03025762.1	NW_003729045.1	chrUn_AAEX03025762	AAEX03025762.1	AAEX03025762.1
AAEX03025763.1	NW_003729046.1	chrUn_AAEX03025763	AAEX03025763.1	AAEX03025763.1
AAEX03025764.1	NW_003729047.1	chrUn_AAEX03025764	AAEX03025764.1	AAEX03025764.1
AAEX03025765.1	NW_003729048.1	chrUn_AAEX03025765	AAEX03025765.1	AAEX03025765.1
AAEX03025766.1	NW_003729049.1	chrUn_AAEX03025766	AAEX03025766.1	AAEX03025766.1
AAEX03025767.1	NW_003729050.1	chrUn_AAEX03025767	AAEX03025767.1	AAEX03025767.1
AAEX03025768.1	NW_003729051.1	chrUn_AAEX03025768	AAEX03025768.1	AAEX03025768.1
AAEX03025769.1	NW_003729052.1	chrUn_AAEX03025769	AAEX03025769.1	AAEX03025769.1
AAEX03025770.1	NW_003729053.1	chrUn_AAEX03025770	AAEX03025770.1	AAEX03025770.1
AAEX03025771.1	NW_003729054.1	chrUn_AAEX03025771	AAEX03025771.1	AAEX03025771.1
AAEX03025772.1	NW_003729055.1	chrUn_AAEX03025772	AAEX03025772.1	AAEX03025772.1
AAEX03025773.1	NW_003729056.1	chrUn_AAEX03025773	AAEX03025773.1	AAEX03025773.1
AAEX03025774.1	NW_003729057.1	chrUn_AAEX03025774	AAEX03025774.1	AAEX03025774.1
AAEX03025775.1	NW_003729058.1	chrUn_AAEX03025775	AAEX03025775.1	AAEX03025775.1
AAEX03025776.1	NW_003729059.1	chrUn_AAEX03025776	AAEX03025776.1	AAEX03025776.1
AAEX03025777.1	NW_003729060.1	chrUn_AAEX03025777	AAEX03025777.1	AAEX03025777.1
AAEX03025778.1	NW_003729061.1	chrUn_AAEX03025778	AAEX03025778.1	AAEX03025778.1
AAEX03025779.1	NW_003729062.1	chrUn_AAEX03025779	AAEX03025779.1	AAEX03025779.1
AAEX03025780.1	NW_003729063.1	chrUn_AAEX03025780	AAEX03025780.1	AAEX03025780.1
AAEX03025781.1	NW_003729064.1	chrUn_AAEX03025781	AAEX03025781.1	AAEX03025781.1
AAEX03025782.1	NW_003729065.1	chrUn_AAEX03025782	AAEX03025782.1	AAEX03025782.1
AAEX03025783.1	NW_003729066.1	chrUn_AAEX03025783	AAEX03025783.1	AAEX03025783.1
AAEX03025784.1	NW_003729067.1	chrUn_AAEX03025784	AAEX03025784.1	AAEX03025784.1
AAEX03025785.1	NW_003729068.1	chrUn_AAEX03025785	AAEX03025785.1	AAEX03025785.1
AAEX03025786.1	NW_003729069.1	chrUn_AAEX03025786	AAEX03025786.1	AAEX03025786.1
AAEX03025787.1	NW_003729070.1	chrUn_AAEX03025787	AAEX03025787.1	AAEX03025787.1
AAEX03025788.1	NW_003729071.1	chrUn_AAEX03025788	AAEX03025788.1	AAEX03025788.1
AAEX03025789.1	NW_003729072.1	chrUn_AAEX03025789	AAEX03025789.1	AAEX03025789.1
AAEX03025790.1	NW_003729073.1	chrUn_AAEX03025790	AAEX03025790.1	AAEX03025790.1
AAEX03025791.1	NW_003729074.1	chrUn_AAEX03025791	AAEX03025791.1	AAEX03025791.1
AAEX03025792.1	NW_003729075.1	chrUn_AAEX03025792	AAEX03025792.1	AAEX03025792.1
AAEX03025795.1	NW_003729077.1	chrUn_AAEX03025795	AAEX03025795.1	AAEX03025795.1
AAEX03025796.1	NW_003729078.1	chrUn_AAEX03025796	AAEX03025796.1	AAEX03025796.1
AAEX03025797.1	NW_003729079.1	chrUn_AAEX03025797	AAEX03025797.1	AAEX03025797.1
AAEX03025798.1	NW_003729080.1	chrUn_AAEX03025798	AAEX03025798.1	AAEX03025798.1
AAEX03025799.1	NW_003729081.1	chrUn_AAEX03025799	AAEX03025799.1	AAEX03025799.1
AAEX03025800.1	NW_003729082.1	chrUn_AAEX03025800	AAEX03025800.1	AAEX03025800.1
AAEX03025801.1	NW_003729083.1	chrUn_AAEX03025801	AAEX03025801.1	AAEX03025801.1
AAEX03025802.1	NW_003729084.1	chrUn_AAEX03025802	AAEX03025802.1	AAEX03025802.1
AAEX03025803.1	NW_003729085.1	chrUn_AAEX03025803	AAEX03025803.1	AAEX03025803.1
AAEX03025804.1	NW_003729086.1	chrUn_AAEX03025804	AAEX03025804.1	AAEX03025804.1
AAEX03025805.1	NW_003729087.1	chrUn_AAEX03025805	AAEX03025805.1	AAEX03025805.1
AAEX03025806.1	NW_003729088.1	chrUn_AAEX03025806	AAEX03025806.1	AAEX03025806.1
AAEX03025807.1	NW_003729089.1	chrUn_AAEX03025807	AAEX03025807.1	AAEX03025807.1
AAEX03025808.1	NW_003729090.1	chrUn_AAEX03025808	AAEX03025808.1	AAEX03025808.1
AAEX03025809.1	NW_003729091.1	chrUn_AAEX03025809	AAEX03025809.1	AAEX03025809.1
AAEX03025810.1	NW_003729092.1	chrUn_AAEX03025810	AAEX03025810.1	AAEX03025810.1
AAEX03025811.1	NW_003729093.1	chrUn_AAEX03025811	AAEX03025811.1	AAEX03025811.1
AAEX03025812.1	NW_003729094.1	chrUn_AAEX03025812	AAEX03025812.1	AAEX03025812.1
AAEX03025813.1	NW_003729095.1	chrUn_AAEX03025813	AAEX03025813.1	AAEX03025813.1
AAEX03025814.1	NW_003729096.1	chrUn_AAEX03025814	AAEX03025814.1	AAEX03025814.1
AAEX03025815.1	NW_003729097.1	chrUn_AAEX03025815	AAEX03025815.1	AAEX03025815.1
AAEX03025816.1	NW_003729098.1	chrUn_AAEX03025816	AAEX03025816.1	AAEX03025816.1
AAEX03025817.1	NW_003729099.1	chrUn_AAEX03025817	AAEX03025817.1	AAEX03025817.1
AAEX03025818.1	NW_003729100.1	chrUn_AAEX03025818	AAEX03025818.1	AAEX03025818.1
AAEX03025819.1	NW_003729101.1	chrUn_AAEX03025819	AAEX03025819.1	AAEX03025819.1
AAEX03025820.1	NW_003729102.1	chrUn_AAEX03025820	AAEX03025820.1	AAEX03025820.1
AAEX03025821.1	NW_003729103.1	chrUn_AAEX03025821	AAEX03025821.1	AAEX03025821.1
AAEX03025822.1	NW_003729104.1	chrUn_AAEX03025822	AAEX03025822.1	AAEX03025822.1
AAEX03025823.1	NW_003729105.1	chrUn_AAEX03025823	AAEX03025823.1	AAEX03025823.1
AAEX03025824.1	NW_003729106.1	chrUn_AAEX03025824	AAEX03025824.1	AAEX03025824.1
AAEX03025825.1	NW_003729107.1	chrUn_AAEX03025825	AAEX03025825.1	AAEX03025825.1
AAEX03025826.1	NW_003729108.1	chrUn_AAEX03025826	AAEX03025826.1	AAEX03025826.1
AAEX03025827.1	NW_003729109.1	chrUn_AAEX03025827	AAEX03025827.1	AAEX03025827.1
AAEX03025828.1	NW_003729110.1	chrUn_AAEX03025828	AAEX03025828.1	AAEX03025828.1
AAEX03025829.1	NW_003729111.1	chrUn_AAEX03025829	AAEX03025829.1	AAEX03025829.1
AAEX03025830.1	NW_003729112.1	chrUn_AAEX03025830	AAEX03025830.1	AAEX03025830.1
AAEX03025831.1	NW_003729113.1	chrUn_AAEX03025831	AAEX03025831.1	AAEX03025831.1
AAEX03025832.1	NW_003729114.1	chrUn_AAEX03025832	AAEX03025832.1	AAEX03025832.1
AAEX03025833.1	NW_003729115.1	chrUn_AAEX03025833	AAEX03025833.1	AAEX03025833.1
AAEX03025834.1	NW_003729116.1	chrUn_AAEX03025834	AAEX03025834.1	AAEX03025834.1
AAEX03025835.1	NW_003729117.1	chrUn_AAEX03025835	AAEX03025835.1	AAEX03025835.1
AAEX03025836.1	NW_003729118.1	chrUn_AAEX03025836	AAEX03025836.1	AAEX03025836.1
AAEX03025837.1	NW_003729119.1	chrUn_AAEX03025837	AAEX03025837.1	AAEX03025837.1
AAEX03025838.1	NW_003729120.1	chrUn_AAEX03025838	AAEX03025838.1	AAEX03025838.1
AAEX03025839.1	NW_003729121.1	chrUn_AAEX03025839	AAEX03025839.1	AAEX03025839.1
AAEX03025840.1	NW_003729122.1	chrUn_AAEX03025840	AAEX03025840.1	AAEX03025840.1
AAEX03025841.1	NW_003729123.1	chrUn_AAEX03025841	AAEX03025841.1	AAEX03025841.1
AAEX03025842.1	NW_003729124.1	chrUn_AAEX03025842	AAEX03025842.1	AAEX03025842.1
AAEX03025843.1	NW_003729125.1	chrUn_AAEX03025843	AAEX03025843.1	AAEX03025843.1
AAEX03025844.1	NW_003729126.1	chrUn_AAEX03025844	AAEX03025844.1	AAEX03025844.1
AAEX03025845.1	NW_003729127.1	chrUn_AAEX03025845	AAEX03025845.1	AAEX03025845.1
AAEX03025846.1	NW_003729128.1	chrUn_AAEX03025846	AAEX03025846.1	AAEX03025846.1
AAEX03025847.1	NW_003729129.1	chrUn_AAEX03025847	AAEX03025847.1	AAEX03025847.1
AAEX03025848.1	NW_003729130.1	chrUn_AAEX03025848	AAEX03025848.1	AAEX03025848.1
AAEX03025849.1	NW_003729131.1	chrUn_AAEX03025849	AAEX03025849.1	AAEX03025849.1
AAEX03025850.1	NW_003729132.1	chrUn_AAEX03025850	AAEX03025850.1	AAEX03025850.1
AAEX03025851.1	NW_003729133.1	chrUn_AAEX03025851	AAEX03025851.1	AAEX03025851.1
AAEX03025852.1	NW_003729134.1	chrUn_AAEX03025852	AAEX03025852.1	AAEX03025852.1
AAEX03025853.1	NW_003729135.1	chrUn_AAEX03025853	AAEX03025853.1	AAEX03025853.1
AAEX03025854.1	NW_003729136.1	chrUn_AAEX03025854	AAEX03025854.1	AAEX03025854.1
AAEX03025855.1	NW_003729137.1	chrUn_AAEX03025855	AAEX03025855.1	AAEX03025855.1
AAEX03025856.1	NW_003729138.1	chrUn_AAEX03025856	AAEX03025856.1	AAEX03025856.1
AAEX03025857.1	NW_003729139.1	chrUn_AAEX03025857	AAEX03025857.1	AAEX03025857.1
AAEX03025858.1	NW_003729140.1	chrUn_AAEX03025858	AAEX03025858.1	AAEX03025858.1
AAEX03025859.1	NW_003729141.1	chrUn_AAEX03025859	AAEX03025859.1	AAEX03025859.1
AAEX03025860.1	NW_003729142.1	chrUn_AAEX03025860	AAEX03025860.1	AAEX03025860.1
AAEX03025861.1	NW_003729143.1	chrUn_AAEX03025861	AAEX03025861.1	AAEX03025861.1
AAEX03025862.1	NW_003729144.1	chrUn_AAEX03025862	AAEX03025862.1	AAEX03025862.1
AAEX03025863.1	NW_003729145.1	chrUn_AAEX03025863	AAEX03025863.1	AAEX03025863.1
AAEX03025864.1	NW_003729146.1	chrUn_AAEX03025864	AAEX03025864.1	AAEX03025864.1
AAEX03025865.1	NW_003729147.1	chrUn_AAEX03025865	AAEX03025865.1	AAEX03025865.1
AAEX03025866.1	NW_003729148.1	chrUn_AAEX03025866	AAEX03025866.1	AAEX03025866.1
AAEX03025867.1	NW_003729149.1	chrUn_AAEX03025867	AAEX03025867.1	AAEX03025867.1
AAEX03025868.1	NW_003729150.1	chrUn_AAEX03025868	AAEX03025868.1	AAEX03025868.1
AAEX03025869.1	NW_003729151.1	chrUn_AAEX03025869	AAEX03025869.1	AAEX03025869.1
AAEX03025870.1	NW_003729152.1	chrUn_AAEX03025870	AAEX03025870.1	AAEX03025870.1
AAEX03025871.1	NW_003729153.1	chrUn_AAEX03025871	AAEX03025871.1	AAEX03025871.1
AAEX03025872.1	NW_003729154.1	chrUn_AAEX03025872	AAEX03025872.1	AAEX03025872.1
AAEX03025873.1	NW_003729155.1	chrUn_AAEX03025873	AAEX03025873.1	AAEX03025873.1
AAEX03025874.1	NW_003729156.1	chrUn_AAEX03025874	AAEX03025874.1	AAEX03025874.1
AAEX03025875.1	NW_003729157.1	chrUn_AAEX03025875	AAEX03025875.1	AAEX03025875.1
AAEX03025876.1	NW_003729158.1	chrUn_AAEX03025876	AAEX03025876.1	AAEX03025876.1
AAEX03025877.1	NW_003729159.1	chrUn_AAEX03025877	AAEX03025877.1	AAEX03025877.1
AAEX03025878.1	NW_003729160.1	chrUn_AAEX03025878	AAEX03025878.1	AAEX03025878.1
AAEX03025879.1	NW_003729161.1	chrUn_AAEX03025879	AAEX03025879.1	AAEX03025879.1
AAEX03025880.1	NW_003729162.1	chrUn_AAEX03025880	AAEX03025880.1	AAEX03025880.1
AAEX03025881.1	NW_003729163.1	chrUn_AAEX03025881	AAEX03025881.1	AAEX03025881.1
AAEX03025882.1	NW_003729164.1	chrUn_AAEX03025882	AAEX03025882.1	AAEX03025882.1
AAEX03025883.1	NW_003729165.1	chrUn_AAEX03025883	AAEX03025883.1	AAEX03025883.1
AAEX03025884.1	NW_003729166.1	chrUn_AAEX03025884	AAEX03025884.1	AAEX03025884.1
AAEX03025885.1	NW_003729167.1	chrUn_AAEX03025885	AAEX03025885.1	AAEX03025885.1
AAEX03025886.1	NW_003729168.1	chrUn_AAEX03025886	AAEX03025886.1	AAEX03025886.1
AAEX03025887.1	NW_003729169.1	chrUn_AAEX03025887	AAEX03025887.1	AAEX03025887.1
AAEX03025888.1	NW_003729170.1	chrUn_AAEX03025888	AAEX03025888.1	AAEX03025888.1
AAEX03025889.1	NW_003729171.1	chrUn_AAEX03025889	AAEX03025889.1	AAEX03025889.1
AAEX03025890.1	NW_003729172.1	chrUn_AAEX03025890	AAEX03025890.1	AAEX03025890.1
AAEX03025891.1	NW_003729173.1	chrUn_AAEX03025891	AAEX03025891.1	AAEX03025891.1
AAEX03025892.1	NW_003729174.1	chrUn_AAEX03025892	AAEX03025892.1	AAEX03025892.1
AAEX03025893.1	NW_003729175.1	chrUn_AAEX03025893	AAEX03025893.1	AAEX03025893.1
AAEX03025894.1	NW_003729176.1	chrUn_AAEX03025894	AAEX03025894.1	AAEX03025894.1
AAEX03025895.1	NW_003729177.1	chrUn_AAEX03025895	AAEX03025895.1	AAEX03025895.1
AAEX03025896.1	NW_003729178.1	chrUn_AAEX03025896	AAEX03025896.1	AAEX03025896.1
AAEX03025897.1	NW_003729179.1	chrUn_AAEX03025897	AAEX03025897.1	AAEX03025897.1
AAEX03025898.1	NW_003729180.1	chrUn_AAEX03025898	AAEX03025898.1	AAEX03025898.1
AAEX03025899.1	NW_003729181.1	chrUn_AAEX03025899	AAEX03025899.1	AAEX03025899.1
AAEX03025900.1	NW_003729182.1	chrUn_AAEX03025900	AAEX03025900.1	AAEX03025900.1
AAEX03025901.1	NW_003729183.1	chrUn_AAEX03025901	AAEX03025901.1	AAEX03025901.1
AAEX03025902.1	NW_003729184.1	chrUn_AAEX03025902	AAEX03025902.1	AAEX03025902.1
AAEX03025903.1	NW_003729185.1	chrUn_AAEX03025903	AAEX03025903.1	AAEX03025903.1
AAEX03025904.1	NW_003729186.1	chrUn_AAEX03025904	AAEX03025904.1	AAEX03025904.1
AAEX03025905.1	NW_003729187.1	chrUn_AAEX03025905	AAEX03025905.1	AAEX03025905.1
AAEX03025906.1	NW_003729188.1	chrUn_AAEX03025906	AAEX03025906.1	AAEX03025906.1
AAEX03025907.1	NW_003729189.1	chrUn_AAEX03025907	AAEX03025907.1	AAEX03025907.1
AAEX03025908.1	NW_003729190.1	chrUn_AAEX03025908	AAEX03025908.1	AAEX03025908.1
AAEX03025909.1	NW_003729191.1	chrUn_AAEX03025909	AAEX03025909.1	AAEX03025909.1
AAEX03025910.1	NW_003729192.1	chrUn_AAEX03025910	AAEX03025910.1	AAEX03025910.1
AAEX03025911.1	NW_003729193.1	chrUn_AAEX03025911	AAEX03025911.1	AAEX03025911.1
AAEX03025912.1	NW_003729194.1	chrUn_AAEX03025912	AAEX03025912.1	AAEX03025912.1
AAEX03025913.1	NW_003729195.1	chrUn_AAEX03025913	AAEX03025913.1	AAEX03025913.1
AAEX03025914.1	NW_003729196.1	chrUn_AAEX03025914	AAEX03025914.1	AAEX03025914.1
AAEX03025915.1	NW_003729197.1	chrUn_AAEX03025915	AAEX03025915.1	AAEX03025915.1
AAEX03025916.1	NW_003729198.1	chrUn_AAEX03025916	AAEX03025916.1	AAEX03025916.1
AAEX03025917.1	NW_003729199.1	chrUn_AAEX03025917	AAEX03025917.1	AAEX03025917.1
AAEX03025918.1	NW_003729200.1	chrUn_AAEX03025918	AAEX03025918.1	AAEX03025918.1
AAEX03025919.1	NW_003729201.1	chrUn_AAEX03025919	AAEX03025919.1	AAEX03025919.1
AAEX03025920.1	NW_003729202.1	chrUn_AAEX03025920	AAEX03025920.1	AAEX03025920.1
AAEX03025921.1	NW_003729203.1	chrUn_AAEX03025921	AAEX03025921.1	AAEX03025921.1
AAEX03025922.1	NW_003729204.1	chrUn_AAEX03025922	AAEX03025922.1	AAEX03025922.1
AAEX03025923.1	NW_003729205.1	chrUn_AAEX03025923	AAEX03025923.1	AAEX03025923.1
AAEX03025924.1	NW_003729206.1	chrUn_AAEX03025924	AAEX03025924.1	AAEX03025924.1
AAEX03025925.1	NW_003729207.1	chrUn_AAEX03025925	AAEX03025925.1	AAEX03025925.1
AAEX03025926.1	NW_003729208.1	chrUn_AAEX03025926	AAEX03025926.1	AAEX03025926.1
AAEX03025927.1	NW_003729209.1	chrUn_AAEX03025927	AAEX03025927.1	AAEX03025927.1
AAEX03025928.1	NW_003729210.1	chrUn_AAEX03025928	AAEX03025928.1	AAEX03025928.1
AAEX03025929.1	NW_003729211.1	chrUn_AAEX03025929	AAEX03025929.1	AAEX03025929.1
AAEX03025930.1	NW_003729212.1	chrUn_AAEX03025930	AAEX03025930.1	AAEX03025930.1
AAEX03025931.1	NW_003729213.1	chrUn_AAEX03025931	AAEX03025931.1	AAEX03025931.1
AAEX03025932.1	NW_003729214.1	chrUn_AAEX03025932	AAEX03025932.1	AAEX03025932.1
AAEX03025933.1	NW_003729215.1	chrUn_AAEX03025933	AAEX03025933.1	AAEX03025933.1
AAEX03025934.1	NW_003729216.1	chrUn_AAEX03025934	AAEX03025934.1	AAEX03025934.1
AAEX03025935.1	NW_003729217.1	chrUn_AAEX03025935	AAEX03025935.1	AAEX03025935.1
AAEX03025936.1	NW_003729218.1	chrUn_AAEX03025936	AAEX03025936.1	AAEX03025936.1
AAEX03025937.1	NW_003729219.1	chrUn_AAEX03025937	AAEX03025937.1	AAEX03025937.1
AAEX03025938.1	NW_003729220.1	chrUn_AAEX03025938	AAEX03025938.1	AAEX03025938.1
AAEX03025939.1	NW_003729221.1	chrUn_AAEX03025939	AAEX03025939.1	AAEX03025939.1
AAEX03025940.1	NW_003729222.1	chrUn_AAEX03025940	AAEX03025940.1	AAEX03025940.1
AAEX03025941.1	NW_003729223.1	chrUn_AAEX03025941	AAEX03025941.1	AAEX03025941.1
AAEX03025942.1	NW_003729224.1	chrUn_AAEX03025942	AAEX03025942.1	AAEX03025942.1
AAEX03025943.1	NW_003729225.1	chrUn_AAEX03025943	AAEX03025943.1	AAEX03025943.1
AAEX03025944.1	NW_003729226.1	chrUn_AAEX03025944	AAEX03025944.1	AAEX03025944.1
AAEX03025945.1	NW_003729227.1	chrUn_AAEX03025945	AAEX03025945.1	AAEX03025945.1
AAEX03025946.1	NW_003729228.1	chrUn_AAEX03025946	AAEX03025946.1	AAEX03025946.1
AAEX03025947.1	NW_003729229.1	chrUn_AAEX03025947	AAEX03025947.1	AAEX03025947.1
AAEX03025948.1	NW_003729230.1	chrUn_AAEX03025948	AAEX03025948.1	AAEX03025948.1
AAEX03025949.1	NW_003729231.1	chrUn_AAEX03025949	AAEX03025949.1	AAEX03025949.1
AAEX03025950.1	NW_003729232.1	chrUn_AAEX03025950	AAEX03025950.1	AAEX03025950.1
AAEX03025951.1	NW_003729233.1	chrUn_AAEX03025951	AAEX03025951.1	AAEX03025951.1
AAEX03025952.1	NW_003729234.1	chrUn_AAEX03025952	AAEX03025952.1	AAEX03025952.1
AAEX03025953.1	NW_003729235.1	chrUn_AAEX03025953	AAEX03025953.1	AAEX03025953.1
AAEX03025954.1	NW_003729236.1	chrUn_AAEX03025954	AAEX03025954.1	AAEX03025954.1
AAEX03025955.1	NW_003729237.1	chrUn_AAEX03025955	AAEX03025955.1	AAEX03025955.1
AAEX03025956.1	NW_003729238.1	chrUn_AAEX03025956	AAEX03025956.1	AAEX03025956.1
AAEX03025957.1	NW_003729239.1	chrUn_AAEX03025957	AAEX03025957.1	AAEX03025957.1
AAEX03025958.1	NW_003729240.1	chrUn_AAEX03025958	AAEX03025958.1	AAEX03025958.1
AAEX03025959.1	NW_003729241.1	chrUn_AAEX03025959	AAEX03025959.1	AAEX03025959.1
AAEX03025960.1	NW_003729242.1	chrUn_AAEX03025960	AAEX03025960.1	AAEX03025960.1
AAEX03025961.1	NW_003729243.1	chrUn_AAEX03025961	AAEX03025961.1	AAEX03025961.1
AAEX03025962.1	NW_003729244.1	chrUn_AAEX03025962	AAEX03025962.1	AAEX03025962.1
AAEX03025963.1	NW_003729245.1	chrUn_AAEX03025963	AAEX03025963.1	AAEX03025963.1
AAEX03025964.1	NW_003729246.1	chrUn_AAEX03025964	AAEX03025964.1	AAEX03025964.1
AAEX03025965.1	NW_003729247.1	chrUn_AAEX03025965	AAEX03025965.1	AAEX03025965.1
AAEX03025966.1	NW_003729248.1	chrUn_AAEX03025966	AAEX03025966.1	AAEX03025966.1
AAEX03025967.1	NW_003729249.1	chrUn_AAEX03025967	AAEX03025967.1	AAEX03025967.1
